gravedad,fecha,a_o,hora,jornada,dia_semana,barrios_corregimiento_via,direccion,zona,autoridad,lat,long,condicion_de_la_victima,clase_de_siniestro,genero,lesionado,homicidios,clinica,clase_vehiculo,marca,tipo_de_servicio,empresa
DAÑOS,2021-06-10T00:00:00.000,2021,,MAÑANA,JUEVES,SANTA BARBARA,CALLE 31 CARRERA 40,URBANA,TECNICO,"3,52958","-76,30998",NO APLICA,CHOQUE,MASCULINO,NO APLICA,NO APLICA,NO APLICA,CAMIONETA,CHEVROLET,PARTICULAR,NO APLICA
DAÑOS,2021-06-10T00:00:00.000,2021,,MAÑANA,JUEVES,SANTA BARBARA,CALLE 31 CARRERA 40,URBANA,TECNICO,"3,52958","-76,30998",NO APLICA,CHOQUE,MASCULINO,NO APLICA,NO APLICA,NO APLICA,BUSETA,SKODA,PARTICULAR,NO APLICA
DAÑOS,2021-06-11T00:00:00.000,2021,,TARDE,VIERNES,SESQUI,CARRERA 24 CALLE 12,URBANA,TECNICO,"3,51039","-76,29587",NO APLICA,CHOQUE,MASCULINO,NO APLICA,NO APLICA,NO APLICA,AUTOMOVIL,RENAULT,PARTICULAR,NO APLICA
DAÑOS,2021-06-11T00:00:00.000,2021,,TARDE,VIERNES,SESQUI,CARRERA 24 CALLE 12,URBANA,TECNICO,"3,51039","-76,29587",NO APLICA,CHOQUE,MASCULINO,NO APLICA,NO APLICA,NO APLICA,CAMPERO,CHEVROLET,PARTICULAR,NO APLICA
HERIDOS,2021-06-11T00:00:00.000,2021,,MAÑANA,VIERNES,BIZERTA,CALLE 36 CARRERA 32,URBANA,TECNICO,"3,53335","-76,30161",NO APLICA,CHOQUE,MASCULINO,1,NO APLICA,NO APLICA,MOTO,SUZUKI,PARTICULAR,NO APLICA
HERIDOS,2021-06-11T00:00:00.000,2021,,MAÑANA,VIERNES,BIZERTA,CALLE 36 CARRERA 32,URBANA,TECNICO,"3,53335","-76,30161",NO APLICA,CHOQUE,MASCULINO,NO APLICA,NO APLICA,NO APLICA,AUTOMOVIL,HYUNDAI,PARTICULAR,NO APLICA
DAÑOS,2021-06-12T00:00:00.000,2021,,TARDE,SABADO,ESTONIA,CARRERA 31 CALLE 45A,URBANA,TECNICO,"3,54087","-76,32996",NO APLICA,CHOQUE,MASCULINO,NO APLICA,NO APLICA,NO APLICA,AUTOMOVIL,MAZDA,PUBLICO,COOP PALMERAS
DAÑOS,2021-06-12T00:00:00.000,2021,,TARDE,SABADO,ESTONIA,CARRERA 31 CALLE 45A,URBANA,TECNICO,"3,54087","-76,32996",NO APLICA,CHOQUE,MASCULINO,NO APLICA,NO APLICA,NO APLICA,CAMION,CHEVROLET,PUBLICO,NO APLICA
HERIDOS,2021-06-14T00:00:00.000,2021,,TARDE,LUNES,SAN PEDRO,CARRERA 19 CALLE 39,URBANA,TECNICO,"3,53465","-76,29058",MOTOCICLISTA,OTRO,FEMENINA,1,NO APLICA,NO APLICA,MOTO,KYMCO,PARTICULAR,NO APLICA
DAÑOS,2021-06-14T00:00:00.000,2021,,MAÑANA,LUNES,SAN PEDRO,CARRERA 19 CALLE 42,URBANA,TECNICO,"3,53465","-76,29058",NO APLICA,CHOQUE,MASCULINO,NO APLICA,NO APLICA,NO APLICA,AUTOMOVIL,KIA,PARTICULAR,NO APLICA
DAÑOS,2021-06-14T00:00:00.000,2021,,MAÑANA,LUNES,SAN PEDRO,CARRERA 19 CALLE 42,URBANA,TECNICO,"3,53465","-76,29058",NO APLICA,CHOQUE,MASCULINO,NO APLICA,NO APLICA,NO APLICA,CAMIONETA,TOYOTA,PARTICULAR,NO APLICA
DAÑOS,2021-06-14T00:00:00.000,2021,,MAÑANA,LUNES,SAN PEDRO,CALLE 35 CARRERA 11,URBANA,TECNICO,"3,53182","-76,28391",NO APLICA,CHOQUE,MASCULINO,NO APLICA,NO APLICA,NO APLICA,CAMIONETA,KIA,PARTICULAR,NO APLICA
DAÑOS,2021-06-14T00:00:00.000,2021,,MAÑANA,LUNES,SAN PEDRO,CALLE 35 CARRERA 11,URBANA,TECNICO,"3,53182","-76,28391",NO APLICA,CHOQUE,MASCULINO,NO APLICA,NO APLICA,NO APLICA,MOTO,HONDA,PARTICULAR,NO APLICA
HERIDOS,2021-06-14T00:00:00.000,2021,,MAÑANA,LUNES,CENTRO,CARRERA 29 CALLE 28,URBANA,TECNICO,"3,52541","-76,30001",NO APLICA,CHOQUE,MASCULINO,NO APLICA,NO APLICA,NO APLICA,MOTO,HERO,PARTICULAR,NO APLICA
HERIDOS,2021-06-14T00:00:00.000,2021,,MAÑANA,LUNES,CENTRO,CARRERA 29 CALLE 28,URBANA,TECNICO,"3,52541","-76,30001",NO APLICA,CHOQUE,MASCULINO,NO APLICA,NO APLICA,NO APLICA,MOTO,AKT,PARTICULAR,NO APLICA
HERIDOS,2021-06-14T00:00:00.000,2021,,MAÑANA,LUNES,CENTRO,CARRERA 29 CALLE 28,URBANA,TECNICO,"3,52541","-76,30001",NO APLICA,CHOQUE,FEMENINA,1,NO APLICA,PALMIRA,MOTO,AKT,PARTICULAR,NO APLICA
DAÑOS,2021-06-16T00:00:00.000,2021,,MAÑANA,MIERCOLES,VERSALLES,CALLE 42 CARRERA 28,URBANA,TECNICO,"3,53787","-76,2971",NO APLICA,CHOQUE,MASCULINO,NO APLICA,NO APLICA,NO APLICA,TRACTO CAMION,CHEVROLET,PUBLICO,TRANSPORTES BASTIDAS
DAÑOS,2021-06-16T00:00:00.000,2021,,MAÑANA,MIERCOLES,VERSALLES,CALLE 42 CARRERA 28,URBANA,TECNICO,"3,53787","-76,2971",NO APLICA,CHOQUE,FEMENINA,NO APLICA,NO APLICA,NO APLICA,AUTOMOVIL,RENAULT,PARTICULAR,NO APLICA
HERIDOS,2021-06-16T00:00:00.000,2021,,MAÑANA,MIERCOLES,COLOMBINA,CALLE 29 CARRERA 15,URBANA,TECNICO,"3,52458","-76,28798",MOTOCICLISTA,CHOQUE,MASCULINO,1,NO APLICA,PALMIRA,MOTO,BAJAJ,PARTICULAR,NO APLICA
HERIDOS,2021-06-16T00:00:00.000,2021,,MAÑANA,MIERCOLES,COLOMBINA,CALLE 29 CARRERA 15,URBANA,TECNICO,"3,52458","-76,28798",NO APLICA,CHOQUE,MASCULINO,NO APLICA,NO APLICA,NO APLICA,MOTO,YAMAHA,PARTICULAR,NO APLICA
HERIDOS,2021-06-15T00:00:00.000,2021,,TARDE,MARTES,BOSQUE,CALLE 31 CARRERA 2-18,URBANA,TECNICO,"3,52527","-76,27925",NO APLICA,CHOQUE,MASCULINO,NO APLICA,NO APLICA,NO APLICA,MOTO,SUZUKI,PARTICULAR,NO APLICA
HERIDOS,2021-06-15T00:00:00.000,2021,,TARDE,MARTES,BOSQUE,CALLE 31 CARRERA 2-18,URBANA,TECNICO,"3,52527","-76,27925",NO APLICA,CHOQUE,MASCULINO,NO APLICA,NO APLICA,NO APLICA,MOTO,BAJAJ,PARTICULAR,NO APLICA
HERIDOS,2021-06-15T00:00:00.000,2021,,TARDE,MARTES,BOSQUE,CALLE 31 CARRERA 2-18,URBANA,TECNICO,"3,52527","-76,27925",ACOMPAÑANTE MOTOCICLISTA,CHOQUE,FEMENINA,1,NO APLICA,PALMA,MOTO,BAJAJ,PARTICULAR,NO APLICA
DAÑOS,2021-06-18T00:00:00.000,2021,,MAÑANA,VIERNES,ESTONIA,CARRERA 34C CALLES 43 Y 44,URBANA,TECNICO,"3,53969","-76,30465",NO APLICA,CHOQUE,FEMENINA,NO APLICA,NO APLICA,NO APLICA,AUTOMOVIL,MAZDA,PARTICULAR,NO APLICA
DAÑOS,2021-06-18T00:00:00.000,2021,,MAÑANA,VIERNES,ESTONIA,CARRERA 34C CALLES 43 Y 44,URBANA,TECNICO,"3,53969","-76,30465",NO APLICA,CHOQUE,MASCULINO,NO APLICA,NO APLICA,NO APLICA,CAMIONETA,KIA,PARTICULAR,NO APLICA
DAÑOS,2021-06-19T00:00:00.000,2021,,TARDE,SABADO,NUEVO,CARRERA 29 CALLE 26,URBANA,TECNICO,"3,52368","-76,30027",NO APLICA,CHOQUE,FEMENINA,NO APLICA,NO APLICA,NO APLICA,AUTOMOVIL,KIA,PARTICULAR,NO APLICA
DAÑOS,2021-06-19T00:00:00.000,2021,,TARDE,SABADO,NUEVO,CARRERA 29 CALLE 26,URBANA,TECNICO,"3,52368","-76,30027",NO APLICA,CHOQUE,MASCULINO,NO APLICA,NO APLICA,NO APLICA,AUTOMOVIL,CHEVROLET,PARTICULAR,NO APLICA
DAÑOS,2021-06-19T00:00:00.000,2021,,TARDE,SABADO,OBRERO,CARRERA 26 CALLE 37,URBANA,TECNICO,"3,53333","-76,29616",NO APLICA,CHOQUE,MASCULINO,NO APLICA,NO APLICA,NO APLICA,AUTOMOVIL,KIA,PUBLICO,COOP PALMERAS
DAÑOS,2021-06-19T00:00:00.000,2021,,TARDE,SABADO,OBRERO,CARRERA 26 CALLE 37,URBANA,TECNICO,"3,53333","-76,29616",NO APLICA,CHOQUE,MASCULINO,NO APLICA,NO APLICA,NO APLICA,MOTO,AKT,PARTICULAR,NO APLICA
HERIDOS,2021-06-20T00:00:00.000,2021,,MAÑANA,DOMINGO,SAN PEDRO,CALLE 39 CARERA 15A,URBANA,TECNICO,"3,53479","-76,288",MOTOCICLISTA,VOLCAMIENTO,MASCULINO,1,NO APLICA,RAUL,MOTO,SUZUKI,PARTICULAR,NO APLICA
MUERTO,2021-06-20T00:00:00.000,2021,,MAÑANA,DOMINGO,SANTA TERESITA,TRASVERSAL 35 CALLE 35-110,URBANA,TECNICO,"3,54455","-76,30791",CONDUCTOR,OTRO,MASCULINO,1,NO APLICA,PALMIRA,VOLQUETA,INTERNATIONAL,PUBLICO,NO APLICA
MUERTO,2021-06-20T00:00:00.000,2021,,MAÑANA,DOMINGO,SANTA TERESITA,TRASVERSAL 35 CALLE 35-110,URBANA,TECNICO,"3,54455","-76,30791",MOTOCICLISTA,OTRO,MASCULINO,NO APLICA,1,NO APLICA,MOTO,AUTECO,PARTICULAR,NO APLICA
HERIDOS,2021-06-20T00:00:00.000,2021,,TARDE,DOMINGO,RECREO,CALLE 22 CARRERA 27,URBANA,TECNICO,"3,52014","-76,29908",MOTOCICLISTA,CHOQUE,MASCULINO,1,NO APLICA,PALMIRA,MOTO,YAMAHA,PARTICULAR,NO APLICA
HERIDOS,2021-06-20T00:00:00.000,2021,,TARDE,DOMINGO,RECREO,CALLE 22 CARRERA 27,URBANA,TECNICO,"3,52014","-76,29908",MOTOCICLISTA,CHOQUE,MASCULINO,NO APLICA,NO APLICA,NO APLICA,AUTOMOVIL,FIAT,PARTICULAR,NO APLICA
HERIDOS,2021-06-20T00:00:00.000,2021,,TARDE,DOMINGO,RECREO,CALLE 22 CARRERA 27,URBANA,TECNICO,"3,52014","-76,29908",ACOMPAÑANTE MOTOCICLISTA,CHOQUE,FEMENINA,1,NO APLICA,PALMIRA,MOTO,YAMAHA,PARTICULAR,NO APLICA
DAÑOS,2021-06-21T00:00:00.000,2021,,TARDE,LUNES,ESTONIA,CARRERA 32A CALLE 44,URBANA,TECNICO,"3,53989","-76,3013",NO APLICA,CHOQUE,FEMENINA,NO APLICA,NO APLICA,NO APLICA,AUTOMOVIL,RENAULT,PARTICULAR,NO APLICA
DAÑOS,2021-06-21T00:00:00.000,2021,,TARDE,LUNES,ESTONIA,CARRERA 32A CALLE 44,URBANA,TECNICO,"3,53989","-76,3013",NO APLICA,CHOQUE,MASCULINO,NO APLICA,NO APLICA,NO APLICA,CAMIONETA,DFM,PUBLICO,
DAÑOS,2021-06-22T00:00:00.000,2021,,TARDE,MARTES,TRINIDAD,CARRERA 24 CALLE 28-64,URBANA,TECNICO,"3,52481","-76,29578",NO APLICA,CHOQUE,MASCULINO,NO APLICA,NO APLICA,NO APLICA,CAMIONETA,TOYOTA,PARTICULAR,NO APLICA
DAÑOS,2021-06-22T00:00:00.000,2021,,TARDE,MARTES,TRINIDAD,CARRERA 24 CALLE 28-64,URBANA,TECNICO,"3,52481","-76,29578",NO APLICA,CHOQUE,MASCULINO,NO APLICA,NO APLICA,NO APLICA,MOTO,YAMAHA,PARTICULAR,NO APLICA
HERIDOS,2021-06-21T00:00:00.000,2021,,MAÑANA,LUNES,SAN CAYETANO,CALLE 42 CARRERAS  25 A 27,URBANA,TECNICO,"3,53772","-76,29527",MOTOCICLISTA,ATROPELLO,MASCULINO,1,NO APLICA,FRACTURAS,MOTO,YAMAHA,PARTICULAR,NO APLICA
HERIDOS,2021-06-21T00:00:00.000,2021,,MAÑANA,LUNES,SAN CAYETANO,CALLE 42 CARRERAS  25 A 27,URBANA,TECNICO,"3,53772","-76,29527",PEATON,ATROPELLO,MASCULINO,1,NO APLICA,PALMA,NO APLICA,NO APLICA,NO APLICA,NO APLICA
DAÑOS,2021-06-21T00:00:00.000,2021,,MAÑANA,LUNES,SANTA RITA,CARRERA 28 CALLES 38A,URBANA,TECNICO,"3,5353","-76,29771",NO APLICA,CHOQUE,MASCULINO,NO APLICA,NO APLICA,NO APLICA,AUTOMOVIL,CHEVROLET,PARTICULAR,NO APLICA
DAÑOS,2021-06-21T00:00:00.000,2021,,MAÑANA,LUNES,SANTA RITA,CARRERA 28 CALLES 38A,URBANA,TECNICO,"3,5353","-76,29771",NO APLICA,CHOQUE,MASCULINO,NO APLICA,NO APLICA,NO APLICA,MOTO,KYMCO,PARTICULAR,NO APLICA
DAÑOS,2021-06-22T00:00:00.000,2021,,MAÑANA,MARTES,OLIMPICO,CALLE 23 CARRERA 36-40,URBANA,TECNICO,"3,52201","-76,30765",NO APLICA,CHOQUE,MASCULINO,NO APLICA,NO APLICA,NO APLICA,AUTOMOVIL,CHEVROLET,PARTICULAR,NO APLICA
DAÑOS,2021-06-22T00:00:00.000,2021,,MAÑANA,MARTES,OLIMPICO,CALLE 23 CARRERA 36-40,URBANA,TECNICO,"3,52201","-76,30765",NO APLICA,CHOQUE,MASCULINO,NO APLICA,NO APLICA,NO APLICA,AUTOMOVIL,KIA,PUBLICO,DEMOCRACIA POR TODOS
DAÑOS,2021-06-22T00:00:00.000,2021,,MAÑANA,MARTES,OLIMPICO,CALLE 23 CARRERA 36-40,URBANA,TECNICO,"3,52201","-76,30765",NO APLICA,CHOQUE,MASCULINO,NO APLICA,NO APLICA,NO APLICA,AUTOMOVIL,RENAULT,PARTICULAR,INVIAS
DAÑOS,2021-06-22T00:00:00.000,2021,,MAÑANA,MARTES,LOPEZ,CARRERA 30 CALLE 41,URBANA,TECNICO,"3,53742","-76,2989",NO APLICA,CHOQUE,MASCULINO,NO APLICA,NO APLICA,NO APLICA,MOTO,HONDA,PARTICULAR,NO APLICA
DAÑOS,2021-06-22T00:00:00.000,2021,,MAÑANA,MARTES,LOPEZ,CARRERA 30 CALLE 41,URBANA,TECNICO,"3,53742","-76,2989",NO APLICA,CHOQUE,MASCULINO,NO APLICA,NO APLICA,NO APLICA,AUTOMOVIL,CHERY,PARTICULAR,NO APLICA
HERIDOS,2021-06-22T00:00:00.000,2021,,TARDE,MARTES,COLOMBIA,CARRERA 31 CALLE 35,URBANA,TECNICO,"3,53235","-76,30079",MOTOCICLISTA,CHOQUE,MASCULINO,1,NO APLICA,NO APLICA,MOTO,YAMAHA,PARTICULAR,NO APLICA
HERIDOS,2021-06-22T00:00:00.000,2021,,TARDE,MARTES,COLOMBIA,CARRERA 31 CALLE 35,URBANA,TECNICO,"3,53235","-76,30079",NO APLICA,CHOQUE,FEMENINA,NO APLICA,NO APLICA,NO APLICA,AUTOMOVIL,KIA,PARTICULAR,NO APLICA
HERIDOS,2021-06-22T00:00:00.000,2021,,TARDE,MARTES,SAN PEDRO,CARRERA 19 CALLE 39,URBANA,TECNICO,"3,53464","-76,29057",CONDUCTOR,CHOQUE,MASCULINO,1,NO APLICA,PALMA,MOTO,AKT,PARTICULAR,NO APLICA
HERIDOS,2021-06-22T00:00:00.000,2021,,TARDE,MARTES,SAN PEDRO,CARRERA 19 CALLE 39,URBANA,TECNICO,"3,53464","-76,29057",NO APLICA,CHOQUE,MASCULINO,NO APLICA,NO APLICA,NO APLICA,CAMIONETA,CHEVROLET,OFICIAL,NO APLICA
HERIDOS,2021-06-23T00:00:00.000,2021,,TARDE,MIERCOLES,COLOMBIA,CALLE 33 CARRERA 30,URBANA,TECNICO,"3,5305","-76,30011",MOTOCICLISTA,CHOQUE,FEMENINA,1,NO APLICA,PALMIRA,MOTO,VICTORY,PARTICULAR,NO APLICA
HERIDOS,2021-06-23T00:00:00.000,2021,,TARDE,MIERCOLES,COLOMBIA,CALLE 33 CARRERA 30,URBANA,TECNICO,"3,5305","-76,30011",NO APLICA,CHOQUE,MASCULINO,NO APLICA,NO APLICA,NO APLICA,MOTO,BAJAJ,PARTICULAR,NO APLICA
DAÑOS,2021-06-23T00:00:00.000,2021,,TARDE,MIERCOLES,AEROPUERTO PALMIRA,AEROPUERTO,RURAL,TECNICO,"3,53618","-76,38794",NO APLICA,CHOQUE,FEMENINA,NO APLICA,NO APLICA,NO APLICA,AUTOMOVIL,NISSAN,PARTICULAR,NO APLICA
DAÑOS,2021-06-23T00:00:00.000,2021,,TARDE,MIERCOLES,AEROPUERTO PALMIRA,AEROPUERTO,RURAL,TECNICO,"3,53618","-76,38794",NO APLICA,CHOQUE,FEMENINA,NO APLICA,NO APLICA,NO APLICA,CAMPERO,SSANGYONG,PARTICULAR,NO APLICA
DAÑOS,2021-06-24T00:00:00.000,2021,,MAÑANA,JUEVES,TRINIDAD,CALLE 28 CARRERA 24-62,URBANA,TECNICO,"3,52482","-76,29593",NO APLICA,CHOQUE,MASCULINO,NO APLICA,NO APLICA,NO APLICA,CAMION,CHEVROLET,PUBLICO,
DAÑOS,2021-06-24T00:00:00.000,2021,,MAÑANA,JUEVES,TRINIDAD,CALLE 28 CARRERA 24-62,URBANA,TECNICO,"3,52482","-76,29593",NO APLICA,CHOQUE,MASCULINO,NO APLICA,NO APLICA,NO APLICA,CAMION,CHEVROLET,PARTICULAR,NO APLICA
HERIDOS,2021-06-24T00:00:00.000,2021,,NOCHE,JUEVES,PERSEVERANCIA,CALLE 11 CARRERA 25N,URBANA,TECNICO,"3,50995","-76,2985",MOTOCICLISTA,CHOQUE,FEMENINA,1,NO APLICA,PALMA,MOTO,AKT,PARTICULAR,NO APLICA
HERIDOS,2021-06-24T00:00:00.000,2021,,NOCHE,JUEVES,PERSEVERANCIA,CALLE 11 CARRERA 25N,URBANA,TECNICO,"3,50995","-76,2985",MOTOCICLISTA,CHOQUE,MASCULINO,NO APLICA,NO APLICA,NO APLICA,AUTOMOVIL,KIA,PARTICULAR,NO APLICA
HERIDOS,2021-06-23T00:00:00.000,2021,,NOCHE,MIERCOLES,CENTRO,CALLE 29 CARRERA 25,URBANA,TECNICO,"3,52575","-76,29654",NO APLICA,CHOQUE,FEMENINA,NO APLICA,NO APLICA,NO APLICA,MOTO,SUZUKI,PARTICULAR,NO APLICA
HERIDOS,2021-06-23T00:00:00.000,2021,,NOCHE,MIERCOLES,CENTRO,CALLE 29 CARRERA 25,URBANA,TECNICO,"3,52575","-76,29654",NO APLICA,CHOQUE,MASCULINO,NO APLICA,NO APLICA,NO APLICA,MOTO,HONDA,PARTICULAR,NO APLICA
HERIDOS,2021-06-23T00:00:00.000,2021,,NOCHE,MIERCOLES,CENTRO,CALLE 29 CARRERA 25,URBANA,TECNICO,"3,52575","-76,29654",ACOMPAÑANTE MOTOCICLISTA,CHOQUE,FEMENINA,1,NO APLICA,NO APLICA,MOTO,SUZUKI,PARTICULAR,NO APLICA
HERIDOS,2021-06-24T00:00:00.000,2021,,TARDE,JUEVES,TREBOL,CALLE 26A CARRERA 21,URBANA,TECNICO,"3,5231","-76,29339",MOTOCICLISTA,CHOQUE,MASCULINO,1,NO APLICA,SANTA BARBARA,MOTO,HONDA,PARTICULAR,NO APLICA
HERIDOS,2021-06-24T00:00:00.000,2021,,TARDE,JUEVES,TREBOL,CALLE 26A CARRERA 21,URBANA,TECNICO,"3,5231","-76,29339",MOTOCICLISTA,CHOQUE,MASCULINO,NO APLICA,NO APLICA,NO APLICA,MOTO,YAMAHA,PARTICULAR,NO APLICA
HERIDOS,2021-06-24T00:00:00.000,2021,,TARDE,JUEVES,TREBOL,CALLE 26A CARRERA 21,URBANA,TECNICO,"3,5231","-76,29339",ACOMPAÑANTE MOTOCICLISTA,CHOQUE,FEMENINA,1,NO APLICA,SANTA BARBARA,MOTO,,PARTICULAR,NO APLICA
DAÑOS,2021-06-24T00:00:00.000,2021,,TARDE,JUEVES,MERCEDES,CALLE 65 CARRERA 25A-47,URBANA,TECNICO,"3,55102","-76,28955",NO APLICA,CHOQUE,FEMENINA,NO APLICA,NO APLICA,NO APLICA,AUTOMOVIL,NISSAN,PARTICULAR,NO APLICA
DAÑOS,2021-06-24T00:00:00.000,2021,,TARDE,JUEVES,MERCEDES,CALLE 65 CARRERA 25A-47,URBANA,TECNICO,"3,55102","-76,28955",NO APLICA,CHOQUE,MASCULINO,NO APLICA,NO APLICA,NO APLICA,CAMION,CHEVROLET,PUBLICO,
DAÑOS,2021-06-25T00:00:00.000,2021,,MAÑANA,VIERNES,DELICIAS,CARRERA 25 CALLE 25-17,URBANA,TECNICO,"3,52224","-76,29704",NO APLICA,OTRO,MASCULINO,NO APLICA,NO APLICA,NO APLICA,TRACTO CAMION,KENWORTH,PUBLICO,TRANSPORTES REFRIGERADOS
DAÑOS,2021-06-25T00:00:00.000,2021,,MAÑANA,VIERNES,DELICIAS,CARRERA 25 CALLE 25-17,URBANA,TECNICO,"3,52224","-76,29704",NO APLICA,OTRO,MASCULINO,NO APLICA,NO APLICA,NO APLICA,NO APLICA,NO APLICA,NO APLICA,NO APLICA
DAÑOS,2021-06-26T00:00:00.000,2021,,MAÑANA,SABADO,RIVERA ESCOBAR,CALLE 31 CARRERA 35,URBANA,TECNICO,"3,52761","-76,29618",NO APLICA,CHOQUE,MASCULINO,NO APLICA,NO APLICA,NO APLICA,AUTOMOVIL,CHEVROLET,PARTICULAR,NO APLICA
DAÑOS,2021-06-26T00:00:00.000,2021,,MAÑANA,SABADO,RIVERA ESCOBAR,CALLE 31 CARRERA 35,URBANA,TECNICO,"3,52761","-76,29618",NO APLICA,CHOQUE,MASCULINO,NO APLICA,NO APLICA,NO APLICA,MOTO,SUZUKI,PARTICULAR,NO APLICA
HERIDOS,2021-06-26T00:00:00.000,2021,,MAÑANA,SABADO,URIBE,CARRERA 21 CALLE 34,URBANA,TECNICO,"3,53031","-76,29252",MOTOCICLISTA,CHOQUE,MASCULINO,1,NO APLICA,PALMIRA,MOTO,HERO,PARTICULAR,NO APLICA
HERIDOS,2021-06-26T00:00:00.000,2021,,MAÑANA,SABADO,URIBE,CARRERA 21 CALLE 34,URBANA,TECNICO,"3,53031","-76,29252",MOTOCICLISTA,CHOQUE,FEMENINA,1,NO APLICA,PALMIRA,MOTO,STARKER,PARTICULAR,NO APLICA
HERIDOS,2021-06-26T00:00:00.000,2021,,MAÑANA,SABADO,URIBE,CARRERA 21 CALLE 34,URBANA,TECNICO,"3,53031","-76,29252",ACOMPAÑANTE MOTOCICLISTA,CHOQUE,FEMENINA,1,NO APLICA,PALMIRA,MOTO,HERO,PARTICULAR,NO APLICA
DAÑOS,2021-06-26T00:00:00.000,2021,,TARDE,SABADO,ESTONIA,CALLE 42 CARRERA 32A-25,URBANA,TECNICO,"3,53837","-76,30089",NO APLICA,CHOQUE,MASCULINO,NO APLICA,NO APLICA,NO APLICA,AUTOMOVIL,HYUNDAI,PUBLICO,FLOTA PALMIRA
DAÑOS,2021-06-26T00:00:00.000,2021,,TARDE,SABADO,ESTONIA,CALLE 42 CARRERA 32A-25,URBANA,TECNICO,"3,53837","-76,30089",NO APLICA,CHOQUE,MASCULINO,NO APLICA,NO APLICA,NO APLICA,BUS,HINO,PUBLICO,COODETRASN PALMIRA
DAÑOS,2021-06-26T00:00:00.000,2021,,TARDE,SABADO,CENTRO,CALLE 31 CARRERA 25-31,URBANA,TECNICO,"3,52763","-76,29625",NO APLICA,CHOQUE,MASCULINO,NO APLICA,NO APLICA,NO APLICA,AUTOMOVIL,RENAULT,PARTICULAR,NO APLICA
DAÑOS,2021-06-26T00:00:00.000,2021,,TARDE,SABADO,CENTRO,CALLE 31 CARRERA 25-31,URBANA,TECNICO,"3,52763","-76,29625",NO APLICA,CHOQUE,MASCULINO,NO APLICA,NO APLICA,NO APLICA,MOTO,AKT,PARTICULAR,NO APLICA
HERIDOS,2021-06-28T00:00:00.000,2021,,NOCHE,MIERCOLES,ESTONIA,CALLE 42 CARRERA 32,URBANA,TECNICO,"3,53844","-76,30087",NO APLICA,CHOQUE,MASCULINO,NO APLICA,NO APLICA,NO APLICA,AUTOMOVIL,RENAULT,PARTICULAR,NO APLICA
HERIDOS,2021-06-28T00:00:00.000,2021,,NOCHE,MIERCOLES,ESTONIA,CALLE 42 CARRERA 32,URBANA,TECNICO,"3,53844","-76,30087",NO APLICA,CHOQUE,MASCULINO,1,NO APLICA,NO APLICA,MOTO,SUZUKI,PARTICULAR,NO APLICA
DAÑOS,2021-07-01T00:00:00.000,2021,,MAÑANA,JUEVES,CENTRO,CALLE 31 CARRERA 33A,URBANA,TECNICO,"3,52874","-76,3043",NO APLICA,CHOQUE,MASCULINO,NO APLICA,NO APLICA,NO APLICA,MOTO,YAMAHA,PARTICULAR,NO APLICA
DAÑOS,2021-07-01T00:00:00.000,2021,,MAÑANA,JUEVES,CENTRO,CALLE 31 CARRERA 33A,URBANA,TECNICO,"3,52874","-76,3043",NO APLICA,CHOQUE,MASCULINO,NO APLICA,NO APLICA,NO APLICA,AUTOMOVIL,RENAULT,PARTICULAR,NO APLICA
DAÑOS,2021-07-01T00:00:00.000,2021,,MAÑANA,JUEVES,VIA PALMIRA CANDELARIA,KM 1,RURAL,TECNICO,"3,49824","-76,31988",NO APLICA,CHOQUE,MASCULINO,NO APLICA,NO APLICA,NO APLICA,AUTOMOVIL,RENAULT,PARTICULAR,NO APLICA
DAÑOS,2021-07-01T00:00:00.000,2021,,MAÑANA,JUEVES,VIA PALMIRA CANDELARIA,KM 1,RURAL,TECNICO,"3,49824","-76,31988",NO APLICA,CHOQUE,MASCULINO,NO APLICA,NO APLICA,NO APLICA,AUTOMOVIL,SUZUKI,PARTICULAR,NO APLICA
DAÑOS,2021-07-01T00:00:00.000,2021,,TARDE,JUEVES,VIA PALMIRA CORONADO,KM 6 + 800 MTS,RURAL,TECNICO,"3,57172","-76,31544",NO APLICA,CHOQUE,MASCULINO,NO APLICA,NO APLICA,NO APLICA,MICROBUS,CHEVROLET,PUBLICO,COOTRASNGAVIOTA
DAÑOS,2021-07-01T00:00:00.000,2021,,TARDE,JUEVES,VIA PALMIRA CORONADO,KM 6 + 800 MTS,RURAL,TECNICO,"3,57172","-76,31544",NO APLICA,CHOQUE,MASCULINO,NO APLICA,NO APLICA,NO APLICA,AUTOMOVIL,CHEVROLET,PARTICULAR,NO APLICA
DAÑOS,2021-07-01T00:00:00.000,2021,,TARDE,JUEVES,PRIMERO DE MAYO,CALLE 41 CARRERA 9,URBANA,TECNICO,"3,53629","-76,28232",NO APLICA,CHOQUE,MASCULINO,NO APLICA,NO APLICA,NO APLICA,AUTOMOVIL,MAZDA,PARTICULAR,NO APLICA
HERIDOS,2021-07-01T00:00:00.000,2021,,TARDE,JUEVES,DANUBIO,CALLE 33 CARRERA 19,URBANA,TECNICO,"3,52925","-76,29045",MOTOCICLISTA,CHOQUE,FEMENINA,1,NO APLICA,FRACTURAS,MOTO,JIANLING,PARTICULAR,NO APLICA
